cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss,cellID,clusters,embedding1,embedding2
7609,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97734,Erythroid3,10.497548,7.047612
7610,Myo1b,0.117206655,0.2677005,0.1296655,0.27310422,0.10502274,0.68345165,0.2588626,0.1302785724401474,cell_97739,Haematoendothelial progenitors,1.6208158,10.552553
7611,Myo1b,0.0,0.0039566583,0.0687057,0.0034776602,0.1374114,0.6232424,0.24212252,0.1302785724401474,cell_97741,Erythroid3,10.461284,6.1529026
7612,Myo1b,0.0,0.006846078,0.06860932,0.0060168505,0.13721864,0.623568,0.242249,0.1302785724401474,cell_97743,Erythroid3,9.804801,7.525882
7613,Myo1b,0.13605472,0.28484407,0.13973242,0.29485127,0.101425044,0.69141036,0.25998515,0.1302785724401474,cell_97747,Haematoendothelial progenitors,-0.79875445,13.577978
7614,Myo1b,0.12349832,0.29846978,0.1321186,0.3017333,0.10202603,0.68653136,0.26219893,0.1302785724401474,cell_97758,Haematoendothelial progenitors,-1.4790738,12.587213
7615,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97759,Erythroid3,7.6342373,6.6930246
7616,Myo1b,0.09071012,0.21256547,0.11631501,0.21602106,0.112141564,0.6717198,0.25413626,0.1302785724401474,cell_97761,Haematoendothelial progenitors,-1.9431928,11.947154
7617,Myo1b,0.0,0.011505535,0.068453506,0.010110755,0.13690701,0.6240948,0.24245366,0.1302785724401474,cell_97767,Erythroid1,8.339602,12.097243
7618,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97781,Erythroid3,9.649182,5.8138084
7619,Myo1b,0.12296125,0.3220572,0.13085295,0.32160032,0.10025404,0.68696964,0.26512173,0.1302785724401474,cell_97782,Haematoendothelial progenitors,-1.2378553,11.694229
7620,Myo1b,0.0,0.0052464968,0.068662934,0.004611202,0.13732587,0.62338686,0.24217863,0.1302785724401474,cell_97793,Erythroid3,8.210838,7.6558723
7621,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97794,Erythroid3,10.316308,7.827995
7622,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97826,Erythroid2,8.305963,9.208227
7623,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97833,Erythroid3,10.086143,5.503712
7624,Myo1b,0.084418364,0.22612038,0.11199415,0.22548613,0.11172416,0.67014563,0.2557979,0.1302785724401474,cell_97834,Haematoendothelial progenitors,-1.9489322,12.588725
7625,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97842,Erythroid3,9.120335,8.015707
7626,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97860,Erythroid3,9.589532,5.0531926
7627,Myo1b,0.0694524,0.3389352,0.09827221,0.31621304,0.104030035,0.6679453,0.27095068,0.1302785724401474,cell_97861,Haematoendothelial progenitors,-2.5013454,11.525838
7628,Myo1b,0.0,0.012020581,0.06843673,0.010563232,0.13687345,0.6241515,0.24247567,0.1302785724401474,cell_97871,Erythroid3,10.379086,7.0214214
7629,Myo1b,0.0,0.0052093943,0.068664394,0.0045785974,0.13732879,0.623382,0.24217673,0.1302785724401474,cell_97898,Erythroid3,8.266281,7.235528
7630,Myo1b,0.0,0.0062783333,0.068628974,0.005517954,0.13725795,0.62350166,0.2422232,0.1302785724401474,cell_97902,Erythroid3,10.127398,5.9860983
7631,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97933,Erythroid3,8.489826,6.018326
7632,Myo1b,0.010527519,0.0,0.07544343,0.0032966936,0.13642521,0.6263002,0.24178615,0.1302785724401474,cell_97945,Erythroid3,10.084506,6.9664974
7633,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97946,Erythroid3,9.215941,6.8317327
7634,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_97955,Erythroid3,7.885543,6.44266
7635,Myo1b,0.097597145,0.34102613,0.1150707,0.3281972,0.10114022,0.67822784,0.26933688,0.1302785724401474,cell_97956,Haematoendothelial progenitors,-0.52046764,12.909632
7636,Myo1b,0.0,0.0040611057,0.06870331,0.0035694567,0.13740662,0.6232504,0.24212566,0.1302785724401474,cell_97957,Erythroid3,8.315189,6.136947
7637,Myo1b,0.098701134,0.2503715,0.11944903,0.25144112,0.10822981,0.6761222,0.25799575,0.1302785724401474,cell_97967,Haematoendothelial progenitors,-1.3635699,12.893869
7638,Myo1b,0.0946368,0.20013195,0.11920543,0.20662604,0.11274176,0.67209065,0.25291482,0.1302785724401474,cell_97991,Haematoendothelial progenitors,-2.4607248,13.375558
7639,Myo1b,0.0,0.008108219,0.06856803,0.0071258955,0.13713606,0.6237076,0.24230322,0.1302785724401474,cell_98009,Erythroid3,10.284805,6.1568813
7640,Myo1b,0.08388287,0.23720896,0.111191206,0.2347827,0.11082423,0.67007184,0.25741053,0.1302785724401474,cell_98013,Haematoendothelial progenitors,-1.7785052,12.214762
7641,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98021,Erythroid3,9.995607,8.083903
7642,Myo1b,0.0101664355,0.020431742,0.07452959,0.021147568,0.13511598,0.62850714,0.24266285,0.1302785724401474,cell_98028,Blood progenitors 2,3.2948058,13.326166
7643,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98039,Erythroid2,8.542321,9.85761
7644,Myo1b,0.0022571231,0.0042274673,0.07011227,0.0044200337,0.13711886,0.6240535,0.24209136,0.1302785724401474,cell_98047,Erythroid3,7.7829175,6.274977
7645,Myo1b,0.06763558,0.2408793,0.10120175,0.23222,0.11210382,0.6649086,0.2585946,0.1302785724401474,cell_98060,Haematoendothelial progenitors,-2.6016014,14.156402
7646,Myo1b,0.07865327,0.32563898,0.10433436,0.30824044,0.104127705,0.6708624,0.2688947,0.1302785724401474,cell_98070,Haematoendothelial progenitors,-0.51295614,12.729614
7647,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98073,Erythroid3,9.936483,7.59452
7648,Myo1b,0.0,0.00678327,0.06861174,0.005961661,0.13722348,0.62356025,0.24224558,0.1302785724401474,cell_98074,Erythroid3,9.702861,8.495132
7649,Myo1b,0.08898853,0.26715076,0.11291523,0.26230127,0.107782885,0.6734517,0.2606335,0.1302785724401474,cell_98106,Haematoendothelial progenitors,-1.9191235,10.97632
7650,Myo1b,0.0,0.011301773,0.068461426,0.009931753,0.13692285,0.6240681,0.24244325,0.1302785724401474,cell_98113,Erythroid3,7.9677067,6.6402626
7651,Myo1b,0.010959882,0.0,0.07571365,0.0034328846,0.13637331,0.62644553,0.24177948,0.1302785724401474,cell_98126,Erythroid3,10.214762,5.8326087
7652,Myo1b,0.09680354,0.2447987,0.11853032,0.24598537,0.108835764,0.6754112,0.2573905,0.1302785724401474,cell_98131,Haematoendothelial progenitors,-2.4130564,12.082547
7653,Myo1b,0.0029419812,0.01648584,0.070104375,0.015406764,0.136166,0.62584066,0.24259388,0.1302785724401474,cell_98140,Erythroid3,8.079426,7.8332477
7654,Myo1b,0.0,0.007060775,0.06860258,0.006205511,0.13720515,0.6235909,0.24225786,0.1302785724401474,cell_98152,Erythroid3,9.019892,7.5929894
7655,Myo1b,0.0,0.0075090164,0.06858756,0.0065993834,0.13717511,0.6236416,0.24227756,0.1302785724401474,cell_98163,Erythroid3,10.580948,7.2616224
7656,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98177,Erythroid3,7.999388,6.5155077
7657,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98178,Erythroid3,9.550769,8.127712
7658,Myo1b,0.0,0.006176247,0.068632156,0.0054282444,0.13726431,0.62349087,0.24221903,0.1302785724401474,cell_98182,Erythroid3,9.857185,6.6235347
7659,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98188,Erythroid3,8.813715,6.059864
7660,Myo1b,0.10655136,0.23846713,0.12466696,0.24404186,0.10849084,0.6781671,0.25626248,0.1302785724401474,cell_98195,Haematoendothelial progenitors,-1.211384,12.752731
7661,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98200,Erythroid3,8.974116,6.2291894
7662,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98201,Erythroid2,10.212114,8.883071
7663,Myo1b,0.0,0.0025257666,0.06875764,0.0022200802,0.13751528,0.6230669,0.24205442,0.1302785724401474,cell_98213,Erythroid3,8.190824,7.7326655
7664,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98218,Erythroid3,9.736973,7.8516817
7665,Myo1b,0.0809078,0.27960718,0.10771088,0.26999044,0.10783677,0.67027646,0.26274022,0.1302785724401474,cell_98262,Haematoendothelial progenitors,-2.060814,11.908193
7666,Myo1b,0.0,0.0041534016,0.06869909,0.0036505675,0.13739818,0.6232647,0.2421312,0.1302785724401474,cell_98269,Erythroid3,8.115034,7.9655986
7667,Myo1b,0.01257163,0.0,0.07671914,0.0039411704,0.13617736,0.6269943,0.24175423,0.1302785724401474,cell_98272,Erythroid3,9.517725,6.3405776
7668,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98283,Erythroid2,9.608785,9.54851
7669,Myo1b,0.0,0.0034219746,0.06872442,0.0030077482,0.13744885,0.62317914,0.24209796,0.1302785724401474,cell_98323,Erythroid3,10.039903,6.2698474
7670,Myo1b,0.0,0.013231365,0.06839613,0.011626869,0.13679226,0.62428886,0.24252903,0.1302785724401474,cell_98325,Erythroid1,7.432433,12.8711195
7671,Myo1b,0.005445795,0.010750502,0.07189228,0.011152169,0.13630135,0.62587476,0.24231909,0.1302785724401474,cell_98326,Erythroid3,8.092377,6.928292
7672,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98338,Erythroid2,8.348618,9.151561
7673,Myo1b,0.11024079,0.2533019,0.12615402,0.25814664,0.10681693,0.68024254,0.25779903,0.1302785724401474,cell_98346,Haematoendothelial progenitors,-1.4603622,13.487967
7674,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98351,Erythroid3,8.693892,6.4976683
7675,Myo1b,0.0,0.0072350325,0.06859675,0.0063586333,0.1371935,0.62361056,0.2422655,0.1302785724401474,cell_98369,Erythroid3,9.287218,6.5965056
7676,Myo1b,0.0,0.0028394721,0.06874539,0.002495796,0.13749078,0.6231083,0.24207045,0.1302785724401474,cell_98373,Erythroid3,8.019418,5.7440825
7677,Myo1b,0.004130961,0.011204025,0.071059994,0.0111381095,0.13644172,0.6254379,0.2423674,0.1302785724401474,cell_98374,Erythroid3,8.795109,6.888069
7678,Myo1b,0.0,0.0065431544,0.068619825,0.005750663,0.13723965,0.62353253,0.24223523,0.1302785724401474,cell_98401,Erythroid2,9.777614,8.657122
7679,Myo1b,0.0056464034,0.010038055,0.07204617,0.010588814,0.13633321,0.6258274,0.24229348,0.1302785724401474,cell_98415,Blood progenitors 2,3.2442892,13.50152
7680,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98416,Erythroid3,10.430239,7.368181
7681,Myo1b,0.07047972,0.27461115,0.101593785,0.2620562,0.10922331,0.6667902,0.26257148,0.1302785724401474,cell_98420,Haematoendothelial progenitors,-1.9930443,11.341682
7682,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98445,Erythroid3,8.351146,7.86353
7683,Myo1b,0.008261563,0.035458352,0.072803244,0.033744827,0.13428506,0.6296267,0.24334897,0.1302785724401474,cell_98459,Blood progenitors 2,3.027495,13.980794
7684,Myo1b,0.012203846,0.20941246,0.06821975,0.18638428,0.11990814,0.6453978,0.25754297,0.1302785724401474,cell_98471,Blood progenitors 1,1.2393818,14.626888
7685,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98473,Erythroid3,9.801124,5.3310614
7686,Myo1b,0.005781953,0.008867768,0.07218411,0.009602532,0.13642193,0.6256753,0.24223655,0.1302785724401474,cell_98491,Erythroid3,9.99984,6.927082
7687,Myo1b,0.0,0.0035362705,0.068720296,0.003108199,0.13744059,0.6231931,0.24210337,0.1302785724401474,cell_98493,Erythroid2,9.367328,8.370302
7688,Myo1b,0.034447085,0.18544842,0.08341811,0.17309985,0.12033557,0.6500847,0.2539287,0.1302785724401474,cell_98501,Blood progenitors 1,0.13907748,14.3462925
7689,Myo1b,0.0,0.013986852,0.06837245,0.012290525,0.1367449,0.62436897,0.24256016,0.1302785724401474,cell_98516,Erythroid3,10.496254,7.497793
7690,Myo1b,0.0063583134,0.0,0.07283076,0.0019867166,0.13691834,0.6249194,0.24184965,0.1302785724401474,cell_98518,Erythroid2,8.2303295,9.717754
7691,Myo1b,0.0,0.003390826,0.0687253,0.002980372,0.1374506,0.62317616,0.2420968,0.1302785724401474,cell_98520,Erythroid3,7.993552,5.110355
7692,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98537,Erythroid3,8.0301075,5.7834744
7693,Myo1b,0.0,0.0054571107,0.06865599,0.004796288,0.13731198,0.62341034,0.24218774,0.1302785724401474,cell_98548,Erythroid3,7.757859,6.2095637
7694,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98551,Erythroid3,8.565785,5.006347
7695,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98552,Erythroid3,10.461158,5.8265033
7696,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98559,Erythroid3,9.470465,5.003167
7697,Myo1b,0.0,0.005720119,0.068647586,0.005027416,0.13729517,0.6234387,0.24219878,0.1302785724401474,cell_98569,Erythroid3,8.737752,8.114215
7698,Myo1b,0.09339129,0.32180405,0.11331715,0.31036755,0.10300804,0.6762549,0.2673344,0.1302785724401474,cell_98571,Haematoendothelial progenitors,-0.9128892,14.789456
7699,Myo1b,0.0,0.011064848,0.06846908,0.009723605,0.13693815,0.62404215,0.24243319,0.1302785724401474,cell_98589,Erythroid3,8.034978,7.05191
7700,Myo1b,0.0,0.00474799,0.06867992,0.004173112,0.13735984,0.62332946,0.24215634,0.1302785724401474,cell_98592,Erythroid3,10.320725,7.1401925
7701,Myo1b,0.0057115024,0.010417285,0.0720757,0.010942602,0.13630317,0.62589157,0.24230388,0.1302785724401474,cell_98606,Erythroid3,8.38642,7.1164684
7702,Myo1b,0.0,0.006766181,0.068612225,0.0059466446,0.13722445,0.6235586,0.24224491,0.1302785724401474,cell_98609,Erythroid3,9.351011,7.5709333
7703,Myo1b,0.058020182,0.2790427,0.09391479,0.26134688,0.11017011,0.6615092,0.26437712,0.1302785724401474,cell_98613,Haematoendothelial progenitors,-2.5356624,14.602188
7704,Myo1b,0.090621516,0.28072214,0.113402545,0.27446803,0.106660604,0.6742167,0.26220506,0.1302785724401474,cell_98627,Haematoendothelial progenitors,-2.7642403,12.029009
7705,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98636,Erythroid3,8.074646,8.137793
7706,Myo1b,0.07341984,0.23948666,0.10473122,0.23304877,0.111583985,0.6668666,0.2582066,0.1302785724401474,cell_98642,Haematoendothelial progenitors,-2.5440779,13.749709
7707,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98645,Erythroid3,8.205246,8.04176
7708,Myo1b,0.0,0.00474799,0.06867992,0.004173112,0.13735984,0.62332946,0.24215634,0.1302785724401474,cell_98655,Erythroid3,9.853111,7.132445
7709,Myo1b,0.08828815,0.2741053,0.11224127,0.2679969,0.10735898,0.6733944,0.26146728,0.1302785724401474,cell_98664,Haematoendothelial progenitors,-1.789183,11.576477
7710,Myo1b,0.005171833,0.0041864784,0.0719463,0.0052960305,0.13678135,0.6250043,0.24204445,0.1302785724401474,cell_98674,Erythroid3,8.268431,6.482341
7711,Myo1b,0.0056165103,0.004617976,0.07221152,0.0058147837,0.13670145,0.625197,0.24205627,0.1302785724401474,cell_98676,Erythroid2,7.553945,9.719992
7712,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98686,Erythroid3,10.363063,6.591181
7713,Myo1b,0.0,0.008050985,0.06856981,0.0070756045,0.13713962,0.6237016,0.24230087,0.1302785724401474,cell_98687,Erythroid3,8.107148,6.9775496
7714,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98706,Erythroid3,10.296408,6.1750407
7715,Myo1b,0.0,0.0060573188,0.068636306,0.0053237365,0.13727261,0.62347686,0.24221359,0.1302785724401474,cell_98708,Erythroid3,7.7837176,6.93951
7716,Myo1b,0.09050716,0.24586931,0.11465916,0.2446519,0.10926656,0.6735661,0.25784993,0.1302785724401474,cell_98716,Haematoendothelial progenitors,-2.6092894,11.80467
7717,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98717,Erythroid3,7.9869494,6.3926725
7718,Myo1b,0.0,0.007034059,0.06860365,0.006182036,0.1372073,0.62358725,0.24225645,0.1302785724401474,cell_98727,Erythroid3,10.608785,6.3647404
7719,Myo1b,0.08936176,0.30391207,0.11170667,0.29373512,0.104945116,0.67428505,0.26523867,0.1302785724401474,cell_98735,Haematoendothelial progenitors,-2.809786,12.623077
7720,Myo1b,0.0,0.008268579,0.06856218,0.0072667953,0.13712436,0.6237274,0.2423109,0.1302785724401474,cell_98742,Erythroid2,8.140462,8.197329
7721,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98749,Erythroid3,8.179774,6.345565
7722,Myo1b,0.069933176,0.2167424,0.10363085,0.21227182,0.11387289,0.6645994,0.2556892,0.1302785724401474,cell_98761,Haematoendothelial progenitors,-2.6816595,13.199978
7723,Myo1b,0.0,0.006782843,0.06860995,0.0059612887,0.1372199,0.6235708,0.24224475,0.1302785724401474,cell_98762,Erythroid3,9.392793,7.0424447
7724,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98768,Erythroid3,8.301788,6.059045
7725,Myo1b,0.09391014,0.29121646,0.11491691,0.28458643,0.105465986,0.67567194,0.26342088,0.1302785724401474,cell_98770,Haematoendothelial progenitors,-1.7874333,13.320421
7726,Myo1b,0.07235346,0.32503384,0.10073788,0.30543697,0.1050847,0.6677755,0.26923224,0.1302785724401474,cell_98772,Haematoendothelial progenitors,-2.5039423,14.375502
7727,Myo1b,0.1074929,0.28908342,0.12305711,0.28775844,0.1042822,0.6805453,0.26222098,0.1302785724401474,cell_98774,Haematoendothelial progenitors,0.19800663,10.528053
7728,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98782,Erythroid3,8.665663,7.998698
7729,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98787,Erythroid3,9.628378,6.375296
7730,Myo1b,0.0,0.003627544,0.06871719,0.0031884164,0.13743438,0.6232036,0.24210745,0.1302785724401474,cell_98790,Erythroid3,10.533674,7.732362
7731,Myo1b,0.0053056725,0.011597476,0.07177779,0.011852515,0.13626511,0.6259089,0.24236213,0.1302785724401474,cell_98793,Blood progenitors 2,2.9008577,13.82209
7732,Myo1b,0.054037664,0.22993107,0.09340799,0.2180663,0.114378124,0.65949315,0.2581947,0.1302785724401474,cell_98800,Haematoendothelial progenitors,-2.2820978,14.726135
7733,Myo1b,0.09966583,0.24875,0.12007777,0.2503955,0.108239144,0.67641306,0.25778586,0.1302785724401474,cell_98805,Haematoendothelial progenitors,-2.5220604,9.285237
7734,Myo1b,0.11259188,0.32879204,0.124416225,0.3233928,0.100596525,0.68342257,0.26687467,0.1302785724401474,cell_98819,Haematoendothelial progenitors,0.52205306,11.503582
7735,Myo1b,0.0,0.008670989,0.068548486,0.0076203737,0.13709697,0.62377363,0.24232888,0.1302785724401474,cell_98820,Erythroid3,10.21903,7.52482
7736,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98822,Erythroid3,10.551923,7.433171
7737,Myo1b,0.006722391,0.004982158,0.072891265,0.0064819893,0.13654336,0.62561333,0.24205469,0.1302785724401474,cell_98825,Erythroid3,10.156752,6.490474
7738,Myo1b,0.005428287,0.0055066533,0.07206652,0.0065370286,0.13667037,0.6252227,0.24209586,0.1302785724401474,cell_98831,Erythroid3,8.22456,6.8821807
7739,Myo1b,0.13985808,0.24544893,0.14415675,0.26217782,0.10488119,0.68843955,0.25596395,0.1302785724401474,cell_98844,Haematoendothelial progenitors,-1.9786252,11.569349
7740,Myo1b,0.16526295,0.32197773,0.15608177,0.33722696,0.09699472,0.69802153,0.26355445,0.1302785724401474,cell_98845,Haematoendothelial progenitors,-0.8343578,12.240506
7741,Myo1b,0.0,0.014386477,0.06835708,0.012641538,0.13671416,0.62442094,0.2425804,0.1302785724401474,cell_98846,Erythroid3,10.651105,7.351518
7742,Myo1b,0.0,0.006372356,0.068625316,0.0056005744,0.13725063,0.623514,0.24222803,0.1302785724401474,cell_98855,Erythroid3,10.159292,6.829298
7743,Myo1b,0.0,0.0033319227,0.06872695,0.0029286023,0.1374539,0.62317055,0.24209465,0.1302785724401474,cell_98858,Erythroid3,10.232011,6.722965
7744,Myo1b,0.08796812,0.22235143,0.11427066,0.2234767,0.11163835,0.6710758,0.2553739,0.1302785724401474,cell_98863,Haematoendothelial progenitors,-2.2386768,12.4549265
7745,Myo1b,0.012779869,0.005699232,0.0766454,0.009021032,0.13575384,0.62776756,0.24199536,0.1302785724401474,cell_98871,Erythroid2,8.796409,8.967412
7746,Myo1b,0.0,0.005820943,0.06864402,0.0051160166,0.13728803,0.6234508,0.24220347,0.1302785724401474,cell_98883,Erythroid3,9.800997,7.774636
7747,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98884,Erythroid3,9.519428,7.244046
7748,Myo1b,0.1298014,0.2699381,0.13703856,0.27965662,0.10371452,0.6875134,0.25858966,0.1302785724401474,cell_98898,Haematoendothelial progenitors,1.0508064,9.187882
7749,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98900,Erythroid3,10.481144,6.2895446
7750,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98901,Erythroid3,9.05661,6.0277433
7751,Myo1b,0.09273403,0.28600338,0.11448747,0.27971378,0.106091835,0.6748867,0.2628087,0.1302785724401474,cell_98910,Haematoendothelial progenitors,-2.7195897,13.304792
7752,Myo1b,0.008776154,0.023670966,0.07356751,0.023554206,0.13509703,0.6283304,0.2428226,0.1302785724401474,cell_98911,Blood progenitors 2,2.8809829,13.710366
7753,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98915,Erythroid2,9.8698,9.984389
7754,Myo1b,0.01659719,0.012971927,0.07880204,0.01662711,0.13486229,0.6297804,0.24223238,0.1302785724401474,cell_98917,Erythroid1,8.432568,12.218299
7755,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98931,Erythroid3,8.357603,5.396505
7756,Myo1b,0.0,0.0075090164,0.0685876,0.0065993834,0.1371752,0.62364143,0.2422775,0.1302785724401474,cell_98935,Erythroid3,9.985977,7.509988
7757,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98938,Erythroid3,8.68627,6.163401
7758,Myo1b,0.07581142,0.28137743,0.104531996,0.2696774,0.10813113,0.6686326,0.26331198,0.1302785724401474,cell_98939,Haematoendothelial progenitors,-2.4717412,14.896992
7759,Myo1b,0.0058644894,0.004747168,0.07236313,0.00600615,0.13666433,0.62529576,0.2420552,0.1302785724401474,cell_98940,Erythroid3,7.7456565,6.4437165
7760,Myo1b,0.0,0.0061264383,0.068633646,0.005384474,0.13726729,0.62348586,0.24221708,0.1302785724401474,cell_98941,Erythroid3,9.800004,7.189115
7761,Myo1b,0.0071637216,0.008438994,0.07305373,0.009659809,0.13626555,0.62614346,0.24219558,0.1302785724401474,cell_98948,Erythroid3,10.198694,6.8863826
7762,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98957,Erythroid3,7.702677,6.2854085
7763,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98967,Erythroid3,9.086765,6.893834
7764,Myo1b,0.09010276,0.2992796,0.11235632,0.29008618,0.10528198,0.6745062,0.2645075,0.1302785724401474,cell_98968,Haematoendothelial progenitors,-2.3802884,14.187974
7765,Myo1b,0.042432874,0.294718,0.08365837,0.26940298,0.11035719,0.65765524,0.2664793,0.1302785724401474,cell_98970,Haematoendothelial progenitors,-1.931666,11.486457
7766,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98971,Erythroid3,10.575958,6.7321963
7767,Myo1b,0.09902149,0.33477432,0.11607247,0.32343045,0.10132623,0.67888564,0.2685749,0.1302785724401474,cell_98990,Haematoendothelial progenitors,-3.274239,11.258329
7768,Myo1b,0.0,0.012497571,0.068421274,0.010982266,0.13684255,0.6242038,0.24249601,0.1302785724401474,cell_98991,Erythroid3,9.094496,8.008765
7769,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98993,Erythroid3,9.731082,7.0351214
7770,Myo1b,0.021216627,0.15761527,0.07620315,0.144606,0.12364711,0.6444973,0.25183228,0.1302785724401474,cell_98995,Blood progenitors 1,-0.2784081,15.3933
7771,Myo1b,0.072104126,0.18014598,0.10639045,0.1814139,0.11645644,0.6640924,0.25172895,0.1302785724401474,cell_98998,Haematoendothelial progenitors,-2.4680572,12.982455
7772,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_98999,Erythroid3,8.429565,6.476709
7773,Myo1b,0.0,0.010276055,0.06849499,0.009030602,0.13698998,0.62395453,0.24239913,0.1302785724401474,cell_99000,Erythroid3,10.332973,7.7431583
7774,Myo1b,0.0,0.013233563,0.06839602,0.0116288,0.13679203,0.62428916,0.24252918,0.1302785724401474,cell_99002,Erythroid3,9.307082,7.7848005
7775,Myo1b,0.07009758,0.21671475,0.103726834,0.21230702,0.11385112,0.66468215,0.2556728,0.1302785724401474,cell_99003,Haematoendothelial progenitors,-2.8803964,12.614801
